41	40	500
51	72	500
73	114	500
151	183	500
148	212	500
205	262	500
280	96	500
350	248	500
449	100	500
489	283	500
53	15	375
60	38	375
50	52	375
49	85	375
59	100	375
188	42	375
153	168	375
246	165	375
199	212	375
192	232	375
283	242	375
343	176	375
346	113	375
377	42	375
325	72	375
322	250	375
351	263	375
395	246	375
384	292	375
314	306	375
252	263	250
316	200	250
139	101	250
432	55	250
283	232	250
479	51	250
76	266	250
148	70	250
169	315	250
385	289	250
54	223	250
52	210	250
402	254	250
183	238	250
290	103	250
467	257	250
34	126	250
248	314	250
47	283	250
496	231	250
18	2	250
243	267	250
402	57	250
494	52	250
110	190	250
171	201	250
481	6	250
468	42	250
376	187	250
70	223	250
49	127	250
54	101	250
507	174	250
433	151	250
5	119	250
345	272	250
402	45	250
398	293	250
91	211	250
86	290	250
113	211	250
345	102	250
132	56	250
121	8	250
228	305	250
237	289	250
336	198	250
489	89	250
48	230	250
472	162	250
7	73	250
489	314	250
11	196	250
432	107	250
241	108	250
490	167	250
185	317	250
105	161	250
201	219	250
415	97	250
150	264	250
90	243	250
365	115	250
328	286	250
345	264	250
31	302	250
482	231	250
462	29	250
163	81	200
449	206	200
311	108	200
476	126	200
277	138	200
446	279	200
137	160	200
268	290	200
50	50	200
117	269	200
7	233	200
216	295	200
468	228	200
24	6	200
465	237	200
341	253	200
408	211	200
473	288	200
384	43	200
81	60	200
370	208	200
81	179	200
434	50	200
33	170	200
66	33	200
109	231	200
229	281	200
363	204	200
295	172	200
374	250	200
421	45	200
294	110	200
108	152	200
131	320	200
364	59	200
60	290	200
51	21	200
388	230	200
43	171	200
92	282	200
34	83	200
264	111	200
508	164	200
426	235	200
29	210	200
250	239	200
127	106	200
494	35	200
397	189	200
122	130	200
258	96	200
247	213	200
258	130	200
356	264	200
246	52	200
72	305	200
173	6	200
225	133	200
97	175	200
141	274	200
22	152	200
107	307	200
210	117	200
503	114	200
347	178	200
122	272	200
74	99	200
69	272	200
459	126	200
311	146	200
7	40	200
366	309	200
347	64	200
126	80	200
378	38	200
409	162	200
114	96	200
335	212	200
497	121	200
92	88	200
499	21	200
320	195	200
92	191	200
465	43	200
139	154	200
283	249	200
356	86	200
47	178	200
282	154	200
238	201	200
98	260	200
385	275	200
99	157	200
332	58	200
255	211	200
500	276	200
73	53	200
434	114	200
304	288	200
112	127	200
307	21	200
362	150	200
342	181	200
495	10	200
173	217	200
193	91	200
398	108	200
219	26	200
502	286	200
284	188	200
303	127	200
401	258	200
460	311	200
6	85	200
347	265	200
459	224	200
188	268	200
314	257	200
209	135	200
497	319	200
164	256	200
149	98	200
2	207	200
86	64	200
70	26	200
236	199	200
368	15	200
477	291	200
283	181	200
210	69	200
455	73	200
86	306	200
330	184	200
8	47	200
246	209	200
303	311	200
252	33	200
234	246	200
396	243	200
389	156	200
455	196	200
331	6	200
298	48	200
378	30	200
303	146	200
327	209	200
146	310	200
97	0	200
299	88	200
124	90	200
326	14	200
147	68	200
235	152	200
338	207	200
245	143	200
339	206	200
186	169	200
194	120	200
426	168	200
368	194	200
411	29	200
151	198	200
432	2	200
304	164	200
439	59	200
104	176	200
240	170	200
148	23	200
354	174	200
313	227	200
483	247	200
250	78	200
85	206	200
404	40	200
338	74	200
105	102	200
104	15	200
224	294	200
464	63	200
194	205	200
408	236	200
268	172	200
318	301	200
333	184	200
43	32	200
117	77	200
370	55	200
398	160	200
206	251	200
146	16	200
127	104	200
267	99	200
124	209	200
367	305	200
214	164	200
477	114	200
136	72	200
100	22	200
30	223	200
151	103	200
393	268	200
360	17	200
114	215	200
283	169	200
470	190	200
265	191	200
172	161	200
95	295	200
399	280	200
65	170	200
8	107	200
109	287	200
116	269	200
409	183	200
50	284	200
251	115	200
318	144	200
181	196	200
256	234	200
72	240	200
231	150	200
467	85	200
8	197	200
394	256	200
39	31	200
171	237	200
111	64	200
21	37	200
423	55	200
122	152	200
378	2	200
466	269	200
77	227	200
98	116	200
376	9	200
142	111	200
261	25	200
216	316	200
443	62	200
349	242	200
317	145	200
250	129	200
276	57	200
364	93	200
43	184	200
207	141	200
319	265	200
136	255	200
294	92	200
476	88	200
368	77	200
413	104	200
69	123	200
230	4	200
447	310	200
371	302	200
166	25	200
381	9	200
132	34	200
500	12	200
283	139	200
49	267	200
458	291	200
447	121	200
112	176	200
325	284	200
93	195	200
327	128	200
145	302	200
124	213	200
193	258	200
459	306	200
190	128	200
256	255	200
170	228	200
78	185	200
414	135	200
266	54	200
74	208	200
418	275	200
302	49	200
326	104	200
450	8	200
386	109	200
175	253	200
510	304	200
412	310	200
430	138	200
255	65	200
335	233	200
88	60	200
81	173	200
149	19	200
451	131	200
283	120	200
93	237	200
342	267	200
442	280	200
160	181	200
370	164	200
396	232	200
42	1	200
118	104	200
200	264	200
293	227	200
57	48	200
438	151	200
506	21	200
215	102	200
98	90	200
161	163	200
506	226	200
38	310	200
486	89	200
195	266	200
42	311	200
2	5	200
64	316	200
358	218	200
140	299	200
489	289	200
362	223	200
62	217	200
235	246	200
19	39	200
236	217	200
354	278	200
240	87	200
184	264	200
16	50	200
244	81	200
186	277	200
